Local Time [hour]	InSight Normalized Pressure [%]
10.062222	1.447081
10.062500	1.446890
10.062500	1.447408
10.062778	1.447258
10.062778	1.446576
10.063056	1.446999
10.063056	1.447966
10.063333	1.448743
10.063333	1.448470
10.063611	1.447844
10.063611	1.447653
10.063889	1.446931
10.063889	1.446876
10.064167	1.446849
10.064167	1.446835
10.064444	1.446999
10.064444	1.445800
10.064722	1.445228
10.064722	1.445759
10.064722	1.446154
10.065000	1.445418
10.065000	1.444805
10.065278	1.445241
10.065278	1.445323
10.065556	1.444928
10.065556	1.443483
10.065833	1.442898
10.065833	1.442530
10.066111	1.442639
10.066111	1.444056
10.066389	1.442462
10.066389	1.442598
10.066667	1.443592
10.066667	1.442107
10.066944	1.443007
10.066944	1.443116
10.067222	1.442911
10.067222	1.442829
10.067500	1.442134
10.067500	1.443306
10.067778	1.443184
10.067778	1.442380
10.068056	1.442584
10.068056	1.441903
10.068333	1.440336
10.068333	1.439886
10.068611	1.440063
10.068611	1.439014
10.068889	1.438742
10.068889	1.440350
10.069167	1.440854
10.069167	1.440281
10.069444	1.441140
10.069444	1.440745
10.069722	1.440050
10.069722	1.440377
10.069722	1.439941
10.070000	1.440826
10.070000	1.439777
10.070278	1.438496
10.070278	1.439764
10.070556	1.438742
10.070556	1.437856
10.070833	1.438006
10.070833	1.436834
10.071111	1.436071
10.071111	1.436289
10.071389	1.436439
10.071389	1.436929
10.071667	1.436698
10.071667	1.435921
10.071944	1.436657
10.071944	1.436384
10.072222	1.435676
10.072222	1.436112
10.072500	1.435226
10.072500	1.434586
10.072778	1.434204
10.072778	1.432324
10.073056	1.431888
10.073056	1.432610
10.073333	1.432814
10.073333	1.433087
10.073611	1.432896
10.073611	1.432964
10.073889	1.433073
10.073889	1.433496
10.074167	1.433864
10.074167	1.433387
10.074444	1.433673
10.074444	1.433564
10.074722	1.433455
10.074722	1.433319
10.074722	1.432433
10.075000	1.432610
10.075000	1.432229
10.075278	1.431929
10.075278	1.432215
10.075556	1.430798
10.075556	1.430430
10.075833	1.430539
10.075833	1.429926
10.076111	1.430839
10.076111	1.430702
10.076389	1.430035
10.076389	1.430444
10.076667	1.430416
10.076667	1.430771
10.076944	1.430144
10.076944	1.429653
10.077222	1.430117
10.077222	1.429326
10.077500	1.429803
10.077500	1.430825
10.077778	1.430089
10.077778	1.429517
10.078056	1.429422
10.078056	1.428822
10.078333	1.428127
10.078333	1.427964
10.078611	1.427746
10.078611	1.428114
10.078889	1.428713
10.078889	1.428114
10.079167	1.427882
10.079167	1.427841
10.079444	1.427255
10.079444	1.427541
10.079722	1.428086
10.079722	1.428114
10.079722	1.428045
10.080000	1.427718
10.080000	1.427528
10.080278	1.426860
10.080278	1.426533
10.080556	1.427119
10.080556	1.426261
10.080833	1.426492
10.080833	1.427364
10.081111	1.426669
10.081111	1.426792
10.081389	1.427555
10.081389	1.427650
10.081667	1.426915
10.081667	1.426833
10.081944	1.426356
10.081944	1.425688
10.082222	1.425511
10.082222	1.424189
10.082500	1.423985
10.082500	1.424108
10.082778	1.423917
10.082778	1.423304
10.083056	1.422241
10.083056	1.423617
10.083333	1.425225
10.083333	1.425497
10.083611	1.424149
10.083611	1.424189
10.083889	1.426588
10.083889	1.425184
10.084167	1.423971
10.084167	1.424912
10.084444	1.423890
10.084444	1.423985
10.084722	1.424162
10.084722	1.422636
10.084722	1.421546
10.085000	1.421982
10.085000	1.422731
10.085278	1.422118
10.085278	1.422541
10.085556	1.422609
10.085556	1.422350
10.085833	1.422541
10.085833	1.421791
10.086111	1.422827
10.086111	1.421928
10.086389	1.419856
10.086389	1.419870
10.086667	1.419093
10.086667	1.418739
10.086944	1.419012
10.086944	1.419829
10.087222	1.420129
10.087222	1.420047
10.087500	1.421628
10.087500	1.422050
10.087778	1.421955
10.087778	1.423522
10.088056	1.423413
10.088056	1.422718
10.088333	1.423958
10.088333	1.424189
10.088611	1.423672
10.088611	1.423399
10.088889	1.423821
10.088889	1.424271
10.089167	1.424053
10.089167	1.424898
10.089444	1.425034
10.089444	1.425497
10.089722	1.426002
10.089722	1.425320
10.090000	1.425634
10.090000	1.424898
10.090000	1.424898
10.090278	1.425525
10.090278	1.424585
10.090556	1.424625
10.090556	1.424803
10.090833	1.425388
10.090833	1.425279
10.091111	1.425102
10.091111	1.426465
10.091389	1.425075
10.091389	1.423740
10.091667	1.424721
10.091667	1.424462
10.091944	1.424189
10.091944	1.424707
10.092222	1.425048
10.092222	1.425034
10.092500	1.424857
10.092500	1.425007
10.092778	1.425770
10.092778	1.426002
10.093056	1.425307
10.093056	1.425715
10.093333	1.426261
10.093333	1.426969
10.093611	1.426615
10.093611	1.425034
10.093889	1.426070
10.093889	1.427010
10.094167	1.427187
10.094167	1.427364
10.094444	1.427064
10.094444	1.427623
10.094722	1.427827
10.094722	1.428359
10.095000	1.428495
10.095000	1.428413
10.095000	1.428345
10.095278	1.427351
10.095278	1.428141
10.095556	1.428550
10.095556	1.428045
10.095833	1.428359
10.095833	1.428032
10.096111	1.428332
10.096111	1.428713
10.096389	1.428468
10.096389	1.428768
10.096667	1.428809
10.096667	1.429136
10.096944	1.428931
10.096944	1.427991
10.097222	1.429217
10.097222	1.429313
10.097500	1.427773
10.097500	1.427950
10.097778	1.427841
10.097778	1.427419
10.098056	1.427037
10.098056	1.426887
10.098333	1.427378
10.098333	1.426983
10.098611	1.426220
10.098611	1.426710
10.098889	1.427228
10.098889	1.426697
10.099167	1.426506
10.099167	1.426601
10.099444	1.427351
10.099444	1.427650
10.099722	1.426642
10.099722	1.426969
10.100000	1.427432
10.100000	1.426737
10.100000	1.426342
10.100278	1.426070
10.100278	1.425879
10.100556	1.426642
10.100556	1.427623
10.100833	1.427950
10.100833	1.428005
10.101111	1.427337
10.101111	1.427037
10.101389	1.427201
10.101389	1.426860
10.101667	1.427460
10.101667	1.427623
10.101944	1.426928
10.101944	1.427146
10.102222	1.427201
10.102222	1.426806
10.102500	1.427187
10.102500	1.426765
10.102778	1.426124
10.102778	1.427024
10.103056	1.426887
10.103056	1.426915
10.103333	1.426969
10.103333	1.425961
10.103611	1.426724
10.103611	1.426642
10.103889	1.425497
10.103889	1.425211
10.104167	1.425402
10.104167	1.426002
10.104444	1.425525
10.104444	1.426029
10.104722	1.427173
10.104722	1.427010
10.105000	1.427364
10.105000	1.426615
10.105000	1.426029
10.105278	1.426179
10.105278	1.425089
10.105556	1.425320
10.105556	1.425388
10.105833	1.424407
10.105833	1.423985
10.106111	1.424448
10.106111	1.424898
10.106389	1.424435
10.106389	1.424598
10.106667	1.425130
10.106667	1.426370
10.106944	1.427119
10.106944	1.426955
10.107222	1.427432
10.107222	1.427010
10.107500	1.427323
10.107500	1.428400
10.107778	1.428277
10.107778	1.428413
10.108056	1.428005
10.108056	1.427133
10.108333	1.427732
10.108333	1.428304
10.108611	1.427814
10.108611	1.427991
10.108889	1.429449
10.108889	1.429449
10.109167	1.428700
10.109167	1.428795
10.109444	1.428073
10.109444	1.427827
10.109722	1.427950
10.109722	1.427814
10.110000	1.428263
10.110000	1.427637
10.110000	1.426451
10.110278	1.426806
10.110278	1.426424
10.110556	1.425552
10.110556	1.426247
10.110833	1.425906
10.110833	1.425702
10.111111	1.426179
10.111111	1.426301
10.111389	1.426560
10.111389	1.425661
10.111667	1.425824
10.111667	1.426710
10.111944	1.426533
10.111944	1.426519
10.112222	1.426506
10.112222	1.426615
10.112500	1.426887
10.112500	1.426370
10.112778	1.425906
10.112778	1.426206
10.113056	1.425797
10.113056	1.425852
10.113333	1.425906
10.113333	1.425048
10.113611	1.425361
10.113611	1.425702
10.113889	1.425920
10.113889	1.425756
10.114167	1.424884
10.114167	1.425075
10.114444	1.425266
10.114444	1.424884
10.114722	1.424244
10.114722	1.423876
10.115000	1.423876
10.115000	1.424285
10.115000	1.424803
10.115278	1.424053
10.115278	1.424762
10.115556	1.425143
10.115556	1.423004
10.115833	1.422881
10.115833	1.423481
10.116111	1.422909
10.116111	1.423154
10.116389	1.423413
10.116389	1.422840
10.116667	1.422936
10.116667	1.422541
10.116944	1.421859
10.116944	1.422473
10.117222	1.422513
10.117222	1.422173
10.117500	1.422091
10.117500	1.422364
10.117778	1.421873
10.117778	1.420919
10.118056	1.421355
10.118056	1.421246
10.118333	1.421178
10.118333	1.421396
10.118611	1.421124
10.118611	1.421151
10.118889	1.420510
10.118889	1.420088
10.119167	1.420851
10.119167	1.421083
10.119444	1.420347
10.119444	1.420401
10.119722	1.420538
10.119722	1.419788
10.120000	1.419856
10.120000	1.419856
10.120000	1.419407
10.120278	1.420034
10.120278	1.420102
10.120556	1.419679
10.120556	1.419952
10.120833	1.419434
10.120833	1.418971
10.121111	1.419311
10.121111	1.418725
10.121389	1.418003
10.121389	1.418535
10.121667	1.418875
10.121667	1.418412
10.121944	1.418289
10.121944	1.417881
10.122222	1.417336
10.122222	1.417595
10.122500	1.417554
10.122500	1.417295
10.122778	1.417349
10.122778	1.417472
10.123056	1.417145
10.123056	1.417036
10.123333	1.417281
10.123333	1.416750
10.123611	1.416750
10.123611	1.416900
10.123889	1.417077
10.123889	1.417867
10.124167	1.417159
10.124167	1.416082
10.124444	1.415987
10.124444	1.415592
10.124722	1.415033
10.124722	1.415305
10.125000	1.415346
10.125000	1.414951
10.125000	1.414910
10.125278	1.414815
10.125278	1.414297
10.125556	1.413738
10.125556	1.414106
10.125833	1.413956
10.125833	1.413629
10.126111	1.412921
10.126111	1.412253
10.126389	1.413929
10.126389	1.413439
10.126667	1.412798
10.126667	1.414829
10.126944	1.414665
10.126944	1.414624
10.127222	1.415919
10.127222	1.416232
10.127500	1.415632
10.127500	1.414992
10.127778	1.415823
10.127778	1.416218
10.128056	1.416082
10.128056	1.416300
10.128333	1.416177
10.128333	1.416668
10.128611	1.416886
10.128611	1.417131
10.128889	1.417281
10.128889	1.416068
10.129167	1.415632
10.129167	1.415523
10.129444	1.415605
10.129444	1.416055
10.129722	1.415755
10.129722	1.416068
10.130000	1.415946
10.130000	1.415769
10.130000	1.415987
10.130278	1.415374
10.130278	1.415905
10.130556	1.416164
10.130556	1.415401
10.130833	1.415115
10.130833	1.414188
10.131111	1.413561
10.131111	1.413698
10.131389	1.414134
10.131389	1.414720
10.131667	1.415087
10.131667	1.415183
10.131944	1.414433
10.131944	1.414147
10.132222	1.414338
10.132222	1.413970
10.132500	1.413820
10.132500	1.413752
10.132778	1.413807
10.132778	1.413834
10.133056	1.413684
10.133056	1.413248
10.133333	1.412158
10.133333	1.412144
10.133611	1.412512
10.133611	1.412580
10.133889	1.413193
10.133889	1.412430
10.134167	1.412444
10.134167	1.412771
10.134444	1.411885
10.134444	1.411790
10.134722	1.411422
10.134722	1.411899
10.135000	1.412376
10.135000	1.411804
10.135000	1.411190
10.135278	1.411477
10.135278	1.412594
10.135556	1.412458
10.135556	1.412308
10.135833	1.411926
10.135833	1.411844
10.136111	1.412362
10.136111	1.411885
10.136389	1.411695
10.136389	1.411654
10.136667	1.411749
10.136667	1.412076
10.136944	1.412689
10.136944	1.413561
10.137222	1.413425
10.137222	1.412417
10.137500	1.412321
10.137500	1.413425
10.137778	1.413357
10.137778	1.411872
10.138056	1.411068
10.138056	1.411449
10.138333	1.410659
10.138333	1.408997
10.138611	1.408860
10.138611	1.408901
10.138889	1.408533
10.138889	1.407430
10.139167	1.406844
10.139167	1.407471
10.139444	1.407307
10.139444	1.407716
10.139722	1.407784
10.139722	1.407729
10.140000	1.408247
10.140000	1.407089
10.140000	1.406939
10.140278	1.407348
10.140278	1.406926
10.140556	1.406994
10.140556	1.406898
10.140833	1.406612
10.140833	1.405658
10.141111	1.405604
10.141111	1.406040
10.141389	1.405059
10.141389	1.405032
10.141667	1.405209
10.141667	1.404160
10.141944	1.404282
10.141944	1.404732
10.142222	1.404214
10.142222	1.404214
10.142500	1.404255
10.142500	1.403587
10.142778	1.403206
10.142778	1.403560
10.143056	1.404241
10.143056	1.404664
10.143333	1.403901
10.143333	1.402661
10.143611	1.401475
10.143611	1.401135
10.143889	1.400835
10.143889	1.399840
10.144167	1.400753
10.144167	1.400453
10.144444	1.399636
10.144444	1.400222
10.144722	1.399786
10.144722	1.399023
10.145000	1.397578
10.145000	1.397524
10.145000	1.398042
10.145278	1.397497
10.145278	1.397592
10.145556	1.397292
10.145556	1.396774
10.145833	1.397170
10.145833	1.396965
10.146111	1.395712
10.146111	1.395834
10.146389	1.396039
10.146389	1.395221
10.146667	1.395003
10.146667	1.394812
10.146944	1.394703
10.146944	1.394553
10.147222	1.394008
10.147222	1.394267
10.147500	1.395276
10.147500	1.395603
10.147778	1.395821
10.147778	1.396066
10.148056	1.395058
10.148056	1.394622
10.148333	1.394867
10.148333	1.394676
10.148611	1.395235
10.148611	1.395548
10.148889	1.395766
10.148889	1.395998
10.149167	1.395494
10.149167	1.395807
10.149444	1.395603
10.149444	1.395357
10.149722	1.396420
10.149722	1.396325
10.150000	1.396461
10.150000	1.396747
10.150000	1.396352
10.150278	1.397074
10.150278	1.396584
10.150556	1.395875
10.150556	1.396216
10.150833	1.395834
10.150833	1.395671
10.151111	1.395344
10.151111	1.395970
10.151389	1.396584
10.151389	1.395657
10.151667	1.395698
10.151667	1.395521
10.151944	1.395439
10.151944	1.396039
10.152222	1.395480
10.152222	1.395276
10.152500	1.395603
10.152500	1.395385
10.152778	1.394976
10.152778	1.394676
10.153056	1.394717
10.153056	1.394090
10.153333	1.393000
10.153333	1.393273
10.153611	1.394199
10.153611	1.394281
10.153889	1.394771
10.153889	1.395507
10.154167	1.395003
10.154167	1.395603
10.154444	1.396161
10.154444	1.394785
10.154722	1.394567
10.154722	1.395712
10.155000	1.396229
10.155000	1.395752
10.155000	1.396025
10.155278	1.396243
10.155278	1.395262
10.155556	1.395453
10.155556	1.397020
10.155833	1.397606
10.155833	1.397360
10.156111	1.398123
10.156111	1.398137
10.156389	1.397701
10.156389	1.398355
10.156667	1.398573
10.156667	1.398982
10.156944	1.399622
10.156944	1.398764
10.157222	1.397824
10.157222	1.398846
10.157500	1.399322
10.157500	1.398723
10.157778	1.398573
10.157778	1.398600
10.158056	1.398709
10.158056	1.397755
10.158333	1.397742
10.158333	1.398641
10.158611	1.398423
10.158611	1.398437
10.158889	1.398464
10.158889	1.398600
10.159167	1.398369
10.159167	1.398028
10.159444	1.398709
10.159444	1.398423
10.159722	1.397837
10.159722	1.397715
10.160000	1.397374
10.160000	1.397796
10.160000	1.397578
10.160278	1.397292
10.160278	1.398055
10.160556	1.398314
10.160556	1.398273
10.160833	1.397728
10.160833	1.397428
10.161111	1.397469
10.161111	1.396965
10.161389	1.397306
10.161389	1.397347
10.161667	1.396761
10.161667	1.396570
10.161944	1.396270
10.161944	1.396311
10.162222	1.396270
10.162222	1.395889
10.162500	1.395521
10.162500	1.394935
10.162778	1.394267
10.162778	1.394131
10.163056	1.394077
10.163056	1.394090
10.163333	1.394608
10.163333	1.394363
10.163611	1.394581
10.163611	1.394771
10.163889	1.393872
10.163889	1.393858
10.164167	1.393668
10.164167	1.393177
10.164444	1.393382
10.164444	1.393709
10.164722	1.393954
10.164722	1.393886
10.165000	1.393722
10.165000	1.393845
10.165000	1.393899
10.165278	1.393709
10.165278	1.393804
10.165556	1.393654
10.165556	1.393313
10.165833	1.393695
10.165833	1.393886
10.166111	1.394213
10.166111	1.394199
10.166389	1.391951
10.166389	1.390139
10.166667	1.389566
10.166667	1.389675
10.166944	1.390547
10.166944	1.390765
10.167222	1.391106
10.167222	1.390098
10.167500	1.389839
10.167500	1.391433
10.167778	1.390479
10.167778	1.390057
10.168056	1.391338
10.168056	1.391351
10.168333	1.390793
10.168333	1.390793
10.168611	1.391256
10.168611	1.390820
10.168889	1.391065
10.168889	1.392046
10.169167	1.391174
10.169167	1.390629
10.169444	1.390289
10.169444	1.388912
10.169722	1.389076
10.169722	1.388326
10.170000	1.386051
10.170000	1.385506
10.170000	1.384034
10.170278	1.381922
10.170278	1.383666
10.170556	1.386310
10.170556	1.387087
10.170833	1.388504
10.170833	1.389498
10.171111	1.389948
10.171111	1.391024
10.171389	1.391515
10.171389	1.390520
10.171667	1.390166
10.171667	1.391569
10.171944	1.390493
10.171944	1.389798
10.172222	1.390316
10.172222	1.389389
10.172500	1.389771
10.172500	1.388831
10.172778	1.388095
10.172778	1.388272
10.173056	1.387441
10.173056	1.387577
10.173333	1.387046
10.173333	1.387223
10.173611	1.387032
10.173611	1.386351
10.173889	1.388108
10.173889	1.387618
10.174167	1.385942
10.174167	1.386487
10.174444	1.386351
10.174444	1.385560
10.174722	1.386214
10.174722	1.386991
10.175000	1.386283
10.175000	1.385928
10.175000	1.386010
10.175278	1.385792
10.175278	1.385928
10.175556	1.384498
10.175556	1.383530
10.175833	1.384198
10.175833	1.384566
10.176111	1.385370
10.176111	1.384280
10.176389	1.383353
10.176389	1.384293
10.176667	1.384525
10.176667	1.384511
10.176944	1.384470
10.176944	1.386337
10.177222	1.387059
10.177222	1.383394
10.177500	1.381827
10.177500	1.383121
10.177778	1.382767
10.177778	1.382713
10.178056	1.382236
10.178056	1.380546
10.178333	1.380274
10.178333	1.380315
10.178611	1.380287
10.178611	1.380056
10.178889	1.379620
10.178889	1.378911
10.179167	1.378284
10.179167	1.378925
10.179444	1.378666
10.179444	1.378570
10.179722	1.378666
10.179722	1.377399
10.180000	1.377930
10.180000	1.378857
10.180000	1.378639
10.180278	1.379333
10.180278	1.379429
10.180556	1.378748
10.180556	1.378720
10.180833	1.379265
10.180833	1.379592
10.181111	1.379565
10.181111	1.380301
10.181389	1.380846
10.181389	1.380969
10.181667	1.380696
10.181667	1.381187
10.181944	1.382440
10.181944	1.381268
10.182222	1.381350
10.182222	1.382590
10.182500	1.381950
10.182500	1.381445
10.182778	1.381132
10.182778	1.381268
10.183056	1.380315
10.183056	1.380206
10.183333	1.381445
10.183333	1.380941
10.183611	1.381296
10.183611	1.381650
10.183889	1.381350
10.183889	1.381323
10.184167	1.380546
10.184167	1.380846
10.184444	1.381323
10.184444	1.381772
10.184722	1.382222
10.184722	1.381078
10.185000	1.380955
10.185000	1.381554
10.185000	1.380955
10.185278	1.380505
10.185278	1.380342
10.185556	1.379688
10.185556	1.379224
10.185833	1.379034
10.185833	1.378570
10.186111	1.378802
10.186111	1.379265
10.186389	1.379156
10.186389	1.378761
10.186667	1.378243
10.186667	1.378012
10.186944	1.377399
10.186944	1.376758
10.187222	1.376554
10.187222	1.376390
10.187500	1.376036
10.187500	1.375886
10.187778	1.376309
10.187778	1.376268
10.188056	1.376922
10.188056	1.376799
10.188333	1.376104
10.188333	1.376663
10.188611	1.376281
10.188611	1.376854
10.188889	1.377099
10.188889	1.375845
10.189167	1.376050
10.189167	1.376963
10.189444	1.377235
10.189444	1.376309
10.189722	1.376377
10.189722	1.377099
10.190000	1.377058
10.190000	1.377671
10.190000	1.377739
10.190278	1.377140
10.190278	1.377508
10.190556	1.378039
10.190556	1.377971
10.190833	1.378134
10.190833	1.378271
10.191111	1.378053
10.191111	1.377794
10.191389	1.377698
10.191389	1.377739
10.191667	1.377630
10.191667	1.377194
10.191944	1.377194
10.191944	1.378148
10.192222	1.378216
10.192222	1.377685
10.192500	1.377072
10.192500	1.376145
10.192778	1.376676
10.192778	1.377998
10.193056	1.378584
10.193056	1.377848
10.193333	1.377290
10.193333	1.378393
10.193611	1.379184
10.193611	1.378925
10.193889	1.378720
10.193889	1.378216
10.194167	1.378012
10.194167	1.378639
10.194444	1.378039
10.194444	1.377657
10.194722	1.377726
10.194722	1.377644
10.195000	1.378870
10.195000	1.378489
10.195000	1.378216
10.195278	1.379115
10.195278	1.378843
10.195556	1.379456
10.195556	1.379824
10.195833	1.378788
10.195833	1.378312
10.196111	1.378543
10.196111	1.378039
10.196389	1.377780
10.196389	1.377548
10.196667	1.376418
10.196667	1.376881
10.196944	1.377249
10.196944	1.377031
10.197222	1.377399
10.197222	1.376963
10.197500	1.377085
10.197500	1.377494
10.197778	1.377548
10.197778	1.377399
10.198056	1.376690
10.198056	1.376227
10.198333	1.375900
10.198333	1.375668
10.198611	1.375668
10.198611	1.375423
10.198889	1.375178
10.198889	1.374483
10.199167	1.372957
10.199167	1.372848
10.199444	1.373924
10.199444	1.373992
10.199722	1.373447
10.199722	1.373897
10.200000	1.374660
10.200000	1.374306
10.200000	1.374169
10.200278	1.375055
10.200278	1.375641
10.200556	1.374755
10.200556	1.374428
10.200833	1.375150
10.200833	1.374469
10.201111	1.373965
10.201111	1.374510
10.201389	1.374823
10.201389	1.374115
10.201667	1.373747
10.201667	1.374551
10.201944	1.373897
10.201944	1.372711
10.202222	1.371621
10.202222	1.370708
10.202500	1.371294
10.202500	1.372194
10.202778	1.373461
10.202778	1.374224
10.203056	1.374810
10.203056	1.374919
10.203333	1.373815
10.203333	1.372643
10.203611	1.371471
10.203611	1.371526
10.203889	1.370409
10.203889	1.370518
10.204167	1.372207
10.204167	1.371117
10.204444	1.370845
10.204444	1.370954
10.204722	1.371894
10.204722	1.372112
10.205000	1.370245
10.205000	1.370640
10.205000	1.370245
10.205278	1.370082
10.205278	1.370776
10.205556	1.369169
10.205556	1.367752
10.205833	1.368242
10.205833	1.368501
10.206111	1.367697
10.206111	1.367997
10.206389	1.367247
10.206389	1.366416
10.206667	1.367220
10.206667	1.366403
10.206944	1.366294
10.206944	1.366239
10.207222	1.364686
10.207222	1.365013
10.207500	1.365612
10.207500	1.365244
10.207778	1.364522
10.207778	1.364768
10.208056	1.364836
10.208056	1.363459
10.208333	1.365026
10.208333	1.365585
10.208611	1.364359
10.208611	1.365176
10.208889	1.364904
10.208889	1.365326
10.209167	1.366525
10.209167	1.366116
10.209444	1.364877
10.209444	1.364114
10.209722	1.364304
10.209722	1.364318
10.210000	1.365926
10.210000	1.367520
10.210000	1.366702
10.210278	1.367179
10.210278	1.367602
10.210556	1.366934
10.210556	1.367193
10.210833	1.366757
10.210833	1.365871
10.211111	1.366961
10.211111	1.368297
10.211389	1.367711
10.211389	1.367901
10.211667	1.367615
10.211667	1.366566
10.211944	1.366907
10.211944	1.367029
10.212222	1.366811
10.212222	1.366580
10.212500	1.367057
10.212500	1.367002
10.212778	1.366662
10.212778	1.366716
10.213056	1.366362
10.213056	1.366375
10.213333	1.364972
10.213333	1.363977
10.213611	1.364550
10.213611	1.364086
10.213889	1.362792
10.213889	1.358581
10.214167	1.353336
10.214167	1.356020
10.214444	1.361525
10.214444	1.362070
10.214722	1.362628
10.214722	1.362996
10.215000	1.363609
10.215000	1.365204
10.215000	1.366007
10.215278	1.367683
10.215278	1.367656
10.215556	1.367111
10.215556	1.367643
10.215833	1.365640
10.215833	1.364863
10.216111	1.365749
10.216111	1.364522
10.216389	1.365095
10.216389	1.366239
10.216667	1.365721
10.216667	1.366484
10.216944	1.367343
10.216944	1.368542
10.217222	1.369114
10.217222	1.367915
10.217500	1.367942
10.217500	1.367438
10.217778	1.365939
10.217778	1.365680
10.218056	1.366226
10.218056	1.367288
10.218333	1.367929
10.218333	1.367997
10.218611	1.367520
10.218611	1.366553
10.218889	1.366471
10.218889	1.366089
10.219167	1.364577
10.219167	1.365013
10.219444	1.365776
10.219444	1.365217
10.219722	1.364849
10.219722	1.364904
10.220000	1.366416
10.220000	1.364863
10.220000	1.363500
10.220278	1.365490
10.220278	1.364045
10.220556	1.362492
10.220556	1.362628
10.220833	1.361443
10.220833	1.360244
10.221111	1.360489
10.221111	1.360857
10.221389	1.361266
10.221389	1.361620
10.221667	1.359440
10.221667	1.358541
10.221944	1.358472
10.221944	1.358336
10.222222	1.359903
10.222222	1.359072
10.222500	1.357478
10.222500	1.357192
10.222778	1.357709
10.222778	1.357205
10.223056	1.356265
10.223056	1.357451
10.223333	1.356783
10.223333	1.356115
10.223611	1.356047
10.223611	1.354889
10.223889	1.355597
10.223889	1.355039
10.224167	1.354453
10.224167	1.355366
10.224444	1.354412
10.224444	1.353254
10.224722	1.353322
10.224722	1.354862
10.225000	1.354916
10.225000	1.353363
10.225000	1.353690
10.225278	1.354099
10.225278	1.354126
10.225556	1.353976
10.225556	1.352995
10.225833	1.351755
10.225833	1.352286
10.226111	1.353349
10.226111	1.351714
10.226389	1.350570
10.226389	1.351346
10.226667	1.351714
10.226667	1.351510
10.226944	1.351660
10.226944	1.350965
10.227222	1.349452
10.227222	1.349956
10.227500	1.350406
10.227500	1.349738
10.227778	1.350052
10.227778	1.350052
10.228056	1.349793
10.228056	1.350120
10.228333	1.349398
10.228333	1.348594
10.228611	1.348008
10.228611	1.347545
10.228889	1.347953
10.228889	1.347109
10.229167	1.344261
10.229167	1.342558
10.229444	1.344056
10.229444	1.343539
10.229722	1.342612
10.229722	1.342980
10.230000	1.342394
10.230000	1.342244
10.230000	1.340541
10.230278	1.338702
10.230278	1.338020
10.230556	1.341931
10.230556	1.343702
10.230833	1.341045
10.230833	1.341508
10.231111	1.341004
10.231111	1.340527
10.231389	1.337026
10.231389	1.334464
10.231667	1.335786
10.231667	1.338920
10.231944	1.345269
10.231944	1.342980
10.232222	1.338579
10.232222	1.340936
10.232500	1.340636
10.232500	1.338320
10.232778	1.338552
10.232778	1.338102
10.233056	1.335622
10.233056	1.335063
10.233333	1.335513
10.233333	1.335636
10.233611	1.337611
10.233611	1.337611
10.233889	1.336808
10.233889	1.338702
10.234167	1.337516
10.234167	1.335826
10.234444	1.336331
10.234444	1.335649
10.234722	1.336276
10.234722	1.336317
10.235000	1.335295
10.235000	1.335499
10.235000	1.334382
10.235278	1.334845
10.235278	1.336549
10.235556	1.336630
10.235556	1.337162
10.235833	1.335677
10.235833	1.333987
10.236111	1.333769
10.236111	1.332815
10.236389	1.332161
10.236389	1.331725
10.236667	1.331357
10.236667	1.332134
10.236944	1.334641
10.236944	1.335990
10.237222	1.337952
10.237222	1.340023
10.237500	1.338756
10.237500	1.337979
10.237778	1.337366
10.237778	1.337802
10.238056	1.338388
10.238056	1.337625
10.238333	1.337802
10.238333	1.338511
10.238611	1.340159
10.238611	1.339996
10.238889	1.339165
10.238889	1.339001
10.239167	1.338552
10.239167	1.339819
10.239444	1.340296
10.239444	1.341781
10.239722	1.343961
10.239722	1.340037
10.240000	1.337012
10.240000	1.339655
10.240000	1.340159
10.240278	1.339029
10.240278	1.339165
10.240556	1.338715
10.240556	1.337216
10.240833	1.337598
10.240833	1.339505
10.241111	1.339955
10.241111	1.341631
10.241389	1.340010
10.241389	1.337748
10.241667	1.341904
10.241667	1.342258
10.241944	1.340895
10.241944	1.343266
10.242222	1.343171
10.242222	1.341468
10.242500	1.340323
10.242500	1.340377
10.242778	1.341086
10.242778	1.341277
10.243056	1.341495
10.243056	1.340636
10.243333	1.339342
10.243333	1.339083
10.243611	1.339546
10.243611	1.340132
10.243889	1.340132
10.243889	1.339424
10.244167	1.339369
10.244167	1.340078
10.244444	1.338838
10.244444	1.338402
10.244722	1.339969
10.244722	1.339492
10.245000	1.338838
10.245000	1.338034
10.245000	1.337298
10.245278	1.338593
10.245278	1.338347
10.245556	1.337012
10.245556	1.337666
10.245833	1.338633
10.245833	1.338470
10.246111	1.337434
10.246111	1.337502
10.246389	1.339342
10.246389	1.339001
10.246667	1.336767
10.246667	1.337434
10.246944	1.338225
10.246944	1.337680
10.247222	1.338524
10.247222	1.337680
10.247500	1.337789
10.247500	1.339110
10.247778	1.337884
10.247778	1.337421
10.248056	1.337720
10.248056	1.338593
10.248333	1.337652
10.248333	1.335690
10.248611	1.336004
10.248611	1.336385
10.248889	1.337053
10.248889	1.335976
10.249167	1.336399
10.249167	1.338293
10.249444	1.337366
10.249444	1.336903
10.249722	1.335840
10.249722	1.335799
10.250000	1.335963
10.250000	1.332979
10.250000	1.330608
10.250278	1.331643
10.250278	1.334110
10.250556	1.333905
10.250556	1.333006
10.250833	1.332188
10.250833	1.331357
